report_acct_code,report_acct_name,parent_code,is_summary,is_minus,level,data_acct_code,data_acct_name,value_type
X1003,"信贷资产收益率",X10,0,0,2,K1201,"票据直贴收益率_年化","百分比"
X1003,"信贷资产收益率",X10,0,0,2,K1250,"福费廷收益率_年化","百分比"
X1003,"信贷资产收益率",X10,0,0,2,K1251,"票据转贴收益率_年化","百分比"
X1004,"企业金融资产收益率",X10,0,0,2,K1250,"福费廷收益率_年化","百分比"
X1100,"司库内部负债付息率_FTP利率",X11,0,0,2,A4291,"开鑫贷（经营）_活期储蓄存款_付息率_FTP利率","百分比"
X1100,"司库内部负债付息率_FTP利率",X11,0,0,2,A4292,"导流_活期储蓄存款_付息率_FTP利率","百分比"
X1100,"司库内部负债付息率_FTP利率",X11,0,0,2,A4293,"小小容易贷_活期储蓄存款_付息率_FTP利率","百分比"
X1100,"司库内部负债付息率_FTP利率",X11,0,0,2,A4294,"小小账户_活期储蓄存款_付息率_FTP利率","百分比"
X1100,"司库内部负债付息率_FTP利率",X11,0,0,2,A4295,"财富存款和理财_活期储蓄存款_付息率_FTP利率","百分比"
X1100,"司库内部负债付息率_FTP利率",X11,0,0,2,A4296,"大鸭花钱_活期储蓄存款_付息率_FTP利率","百分比"
X1100,"司库内部负债付息率_FTP利率",X11,0,0,2,A4297,"常规业务_活期储蓄存款_付息率_FTP利率","百分比"
X1100,"司库内部负债付息率_FTP利率",X11,0,0,2,A4298,"战略业务_活期储蓄存款_付息率_FTP利率","百分比"
X1100,"司库内部负债付息率_FTP利率",X11,0,0,2,A4299,"常规业务_定期储蓄存款_付息率_FTP利率","百分比"
X1100,"司库内部负债付息率_FTP利率",X11,0,0,2,A4300,"战略业务_定期储蓄存款_付息率_FTP利率","百分比"
X1100,"司库内部负债付息率_FTP利率",X11,0,0,2,A4301,"常规业务_单位活期存款_付息率_FTP利率","百分比"
X1100,"司库内部负债付息率_FTP利率",X11,0,0,2,A4302,"战略业务_单位活期存款_付息率_FTP利率","百分比"
X1100,"司库内部负债付息率_FTP利率",X11,0,0,2,A4303,"票据直贴_单位活期存款_付息率_FTP利率","百分比"
X1100,"司库内部负债付息率_FTP利率",X11,0,0,2,A4304,"票据转贴_单位活期存款_付息率_FTP利率","百分比"
X1100,"司库内部负债付息率_FTP利率",X11,0,0,2,A4305,"贸易融资_单位活期存款_付息率_FTP利率","百分比"
X1100,"司库内部负债付息率_FTP利率",X11,0,0,2,A4306,"战略业务_单位定期存款_付息率_FTP利率","百分比"
X1100,"司库内部负债付息率_FTP利率",X11,0,0,2,A4307,"票据直贴_单位定期存款_付息率_FTP利率","百分比"
X1100,"司库内部负债付息率_FTP利率",X11,0,0,2,A4308,"票据转贴_单位定期存款_付息率_FTP利率","百分比"
X1100,"司库内部负债付息率_FTP利率",X11,0,0,2,A4309,"贸易融资_单位定期存款_付息率_FTP利率","百分比"
X1100,"司库内部负债付息率_FTP利率",X11,0,0,2,A4310,"开鑫贷（经营）_同业存放活期负债_付息率_FTP利率","百分比"
X1100,"司库内部负债付息率_FTP利率",X11,0,0,2,A4311,"导流_同业存放活期负债_付息率_FTP利率","百分比"
X1100,"司库内部负债付息率_FTP利率",X11,0,0,2,A4312,"小小容易贷_同业存放活期负债_付息率_FTP利率","百分比"
X1100,"司库内部负债付息率_FTP利率",X11,0,0,2,A4313,"开鑫贷（分期）_同业存放活期负债_付息率_FTP利率","百分比"
X1100,"司库内部负债付息率_FTP利率",X11,0,0,2,A4314,"开鑫贷（分期）_同业存放活期负债_付息率_FTP利率","百分比"
X1100,"司库内部负债付息率_FTP利率",X11,0,0,2,A4315,"汽车金融_同业存放活期负债_付息率_FTP利率","百分比"
X1100,"司库内部负债付息率_FTP利率",X11,0,0,2,A4316,"常规业务_同业存放活期负债_付息率_FTP利率","百分比"
X1100,"司库内部负债付息率_FTP利率",X11,0,0,2,A4317,"战略业务_同业存放活期负债_付息率_FTP利率","百分比"
X1100,"司库内部负债付息率_FTP利率",X11,0,0,2,A4318,"金融市场_同业存放活期负债_付息率_FTP利率","百分比"
X1100,"司库内部负债付息率_FTP利率",X11,0,0,2,A4319,"企业金融_其他付息负债付息率_FTP利率","百分比"
X1100,"司库内部负债付息率_FTP利率",X11,0,0,2,L3001,"开鑫贷（消费）_活期储蓄存款_付息率_FTP利率","百分比"
X1100,"司库内部负债付息率_FTP利率",X11,0,0,2,L3002,"财富存款和理财_定期储蓄存款_付息率_FTP利率","百分比"
X1100,"司库内部负债付息率_FTP利率",X11,0,0,2,L3003,"汽车金融_单位活期存款_付息率_FTP利率","百分比"
X1100,"司库内部负债付息率_FTP利率",X11,0,0,2,L3004,"常规业务_单位定期存款_付息率_FTP利率","百分比"
X1100,"司库内部负债付息率_FTP利率",X11,0,0,2,L3005,"开鑫贷（消费）_同业存放活期负债_付息率_FTP利率","百分比"
X1100,"司库内部负债付息率_FTP利率",X11,0,0,2,L3006,"同业存放定期负债_付息率_FTP利率","百分比"
X1100,"司库内部负债付息率_FTP利率",X11,0,0,2,L3007,"同业拆入负债_付息率_FTP利率","百分比"
X1100,"司库内部负债付息率_FTP利率",X11,0,0,2,L3008,"卖出回购付息率_FTP利率","百分比"
X1100,"司库内部负债付息率_FTP利率",X11,0,0,2,L3009,"发行同业存单付息率_FTP利率","百分比"
X1100,"司库内部负债付息率_FTP利率",X11,0,0,2,L3010,"向中央银行借款付息率_FTP利率","百分比"
X1100,"司库内部负债付息率_FTP利率",X11,0,0,2,L3011,"交易性金融负债付息率_FTP利率","百分比"
X1100,"司库内部负债付息率_FTP利率",X11,0,0,2,L3012,"汽车金融_其他付息负债付息率_FTP利率","百分比"
X1102,"金市负债付息率",X11,0,0,2,A4330,"开鑫贷（经营）_同业存放活期负债_付息率_年化","百分比"
X1102,"金市负债付息率",X11,0,0,2,A4331,"导流_同业存放活期负债_付息率_年化","百分比"
X1102,"金市负债付息率",X11,0,0,2,A4332,"小小容易贷_同业存放活期负债_付息率_年化","百分比"
X1102,"金市负债付息率",X11,0,0,2,A4333,"开鑫贷（分期）_同业存放活期负债_付息率_年化","百分比"
X1102,"金市负债付息率",X11,0,0,2,A4334,"开鑫贷（分期）_同业存放活期负债_付息率_年化","百分比"
X1102,"金市负债付息率",X11,0,0,2,A4335,"汽车金融_同业存放活期负债_付息率_年化","百分比"
X1102,"金市负债付息率",X11,0,0,2,A4336,"常规业务_同业存放活期负债_付息率_年化","百分比"
X1102,"金市负债付息率",X11,0,0,2,A4337,"战略业务_同业存放活期负债_付息率_年化","百分比"
X1102,"金市负债付息率",X11,0,0,2,A4338,"金融市场_同业存放活期负债_付息率_年化","百分比"
X1102,"金市负债付息率",X11,0,0,2,L3150,"开鑫贷（消费）_同业存放活期负债_付息率_年化","百分比"
X1102,"金市负债付息率",X11,0,0,2,L3151,"同业存放定期负债_付息率_年化","百分比"
X1102,"金市负债付息率",X11,0,0,2,L3152,"同业拆入负债_付息率_年化","百分比"
X1102,"金市负债付息率",X11,0,0,2,L3153,"卖出回购付息率_年化","百分比"
X1102,"金市负债付息率",X11,0,0,2,L3154,"发行同业存单付息率_年化","百分比"
X1102,"金市负债付息率",X11,0,0,2,L3155,"向中央银行借款付息率_年化","百分比"
X1102,"金市负债付息率",X11,0,0,2,L3156,"交易性金融负债付息率_年化","百分比"
X1103,"各项存款负债付息率",X11,0,0,2,A4320,"开鑫贷（经营）_活期储蓄存款付息率_年化","百分比"
X1103,"各项存款负债付息率",X11,0,0,2,A4321,"导流_活期储蓄存款付息率_年化","百分比"
X1103,"各项存款负债付息率",X11,0,0,2,A4322,"小小容易贷_活期储蓄存款付息率_年化","百分比"
X1103,"各项存款负债付息率",X11,0,0,2,A4323,"小小账户_活期储蓄存款付息率_年化","百分比"
X1103,"各项存款负债付息率",X11,0,0,2,A4324,"财富存款和理财_活期储蓄存款付息率_年化","百分比"
X1103,"各项存款负债付息率",X11,0,0,2,A4325,"大鸭花钱_活期储蓄存款付息率_年化","百分比"
X1103,"各项存款负债付息率",X11,0,0,2,A4326,"常规业务_活期储蓄存款付息率_年化","百分比"
X1103,"各项存款负债付息率",X11,0,0,2,A4327,"战略业务_活期储蓄存款付息率_年化","百分比"
X1103,"各项存款负债付息率",X11,0,0,2,A4328,"常规业务_定期储蓄存款付息率_年化","百分比"
X1103,"各项存款负债付息率",X11,0,0,2,A4329,"战略业务_定期储蓄存款付息率_年化","百分比"
X1103,"各项存款负债付息率",X11,0,0,2,A4339,"战略业务_单位定期存款付息率_年化","百分比"
X1103,"各项存款负债付息率",X11,0,0,2,A4340,"票据直贴_单位定期存款付息率_年化","百分比"
X1103,"各项存款负债付息率",X11,0,0,2,A4341,"票据转贴_单位定期存款付息率_年化","百分比"
X1103,"各项存款负债付息率",X11,0,0,2,A4342,"贸易融资_单位定期存款付息率_年化","百分比"
X1103,"各项存款负债付息率",X11,0,0,2,L3100,"开鑫贷（消费）_活期储蓄存款付息率_年化","百分比"
X1103,"各项存款负债付息率",X11,0,0,2,L3120,"财富存款和理财_定期储蓄存款付息率_年化","百分比"
X1103,"各项存款负债付息率",X11,0,0,2,L3161,"单位活期存款付息率_年化","百分比"
X1103,"各项存款负债付息率",X11,0,0,2,L3163,"常规业务_单位定期存款付息率_年化","百分比"
X1104,"其他付息负债付息率",X11,0,0,2,A4330,"开鑫贷（经营）_同业存放活期负债_付息率_年化","百分比"
X1104,"其他付息负债付息率",X11,0,0,2,A4331,"导流_同业存放活期负债_付息率_年化","百分比"
X1104,"其他付息负债付息率",X11,0,0,2,A4332,"小小容易贷_同业存放活期负债_付息率_年化","百分比"
X1104,"其他付息负债付息率",X11,0,0,2,A4333,"开鑫贷（分期）_同业存放活期负债_付息率_年化","百分比"
X1104,"其他付息负债付息率",X11,0,0,2,A4334,"开鑫贷（分期）_同业存放活期负债_付息率_年化","百分比"
X1104,"其他付息负债付息率",X11,0,0,2,A4335,"汽车金融_同业存放活期负债_付息率_年化","百分比"
X1104,"其他付息负债付息率",X11,0,0,2,A4336,"常规业务_同业存放活期负债_付息率_年化","百分比"
X1104,"其他付息负债付息率",X11,0,0,2,A4337,"战略业务_同业存放活期负债_付息率_年化","百分比"
X1104,"其他付息负债付息率",X11,0,0,2,A4338,"金融市场_同业存放活期负债_付息率_年化","百分比"
X1104,"其他付息负债付息率",X11,0,0,2,A4343,"企业金融_其他付息负债付息率_年化","百分比"
X1104,"其他付息负债付息率",X11,0,0,2,L3150,"开鑫贷（消费）_同业存放活期负债_付息率_年化","百分比"
X1104,"其他付息负债付息率",X11,0,0,2,L3160,"小企业保证金存款付息率_年化","百分比"
X1104,"其他付息负债付息率",X11,0,0,2,L3162,"企小乐存款内部FTP利率_年化","百分比"
X1104,"其他付息负债付息率",X11,0,0,2,L3164,"汽车金融_其他付息负债付息率_年化","百分比"
X200101,"开鑫贷业务数据",X2001,0,0,3,M1200,"开鑫贷单品表内贷款逾期90+规模占比","金额"
X5002,"HR_平均人数",X50,1,0,2,P1001,"产品线平均人数","金额"
X5003,"HR_人均费用",X50,0,0,2,P1101,"产品线月度人均常规薪酬","金额"
